proteinName,affinity,ligandName
2nmz,8.37,(ROC)
2nnk,8.37,(ROC)
2nnp,8.37,(ROC)
2xdw,8.37,(3-mer)
3h0z,8.37,(45B)
3q6k,8.37,(SRO)
3t1a,8.37,(5MA)
3tcp,8.37,(CKJ)
3wyx,8.37,(O38)
4bao,8.37,(MVF)
4v24,8.37,(GYR)
4ye3,8.37,(G04)
5efb,8.37,(5OK)
5hk1,8.37,(61W)
5m6u,8.37,(7KA)
6c0n,8.37,(K5C)
6g9d,8.37,(ER8)
1k21,8.38,(IGN)
1mu6,8.38,(CDA)
3hab,8.38,(677)
3qkd,8.38,(HI0)
3zpu,8.38,(M8B)
4a6b,8.38,(QG8)
4ere,8.38,(0R2)
4g3e,8.38,(0WC)
4xv1,8.38,(904)
5d21,8.38,(56N)
5tq4,8.38,(7GY)
6g3a,8.38,(5ID)
6g97,8.38,(EQZ)
1it6,8.39,(CYU)
1lzq,8.39,(0ZQ)
1x7b,8.39,(041)
3dpk,8.39,(8C5)
4p1r,8.39,(2KR)
4qyg,8.39,(3DW)
4u3f,8.39,(Y52)
5hcx,8.39,(60B)
6ayr,8.39,(BIG)
6g9j,8.39,(ERK)
1a4g,8.4,(ZMR)
1aaq,8.4,(PSI)
1b6m,8.4,(PI6)
1fd0,8.4,(254)
1fq5,8.4,(0GM)
1fzk,8.4,(9-mer)
1jil,8.4,(485)
1k22,8.4,(MEL)
1mtr,8.4,(PI6)
1nd5,8.4,(2BF)
1o47,8.4,(822)
1q3w,8.4,(ATU)
1s64,8.4,(778)
1w4l,8.4,(GL8)
1w5x,8.4,(BE5)
1w7x,8.4,(413)
1z1h,8.4,(HBB)
1zpa,8.4,(A83)
2al5,8.4,(FWD)
2baj,8.4,(1PP)
2j95,8.4,(GSX)
2oic,8.4,(STU)
2oqv,8.4,(MA9)
2ovy,8.4,(PFJ)
2pe2,8.4,(464)
2qbp,8.4,(527)
2rl5,8.4,(2RL)
2uwl,8.4,(895)
2vsl,8.4,(4-mer)
2xyn,8.4,(VX6)
2y82,8.4,(930)
2zda,8.4,(32U)
3b68,8.4,(B68)
3bl7,8.4,(DD1)
3coh,8.4,(83H)
3d0e,8.4,(G93)
3efw,8.4,(AK8)
3ekn,8.4,(GS3)
3el9,8.4,(DR7)
3eos,8.4,(PK2)
3frg,8.4,(SK4)
3gz9,8.4,(D32)
3k9x,8.4,(MBM)
3kwz,8.4,(KWZ)
3nrm,8.4,(NRM)
3ook,8.4,(OOK)
3qrj,8.4,(919)
3qxv,8.4,(MTX)
3r2b,8.4,(05B)
3s4q,8.4,(NK0)
3s74,8.4,(03T)
3str,8.4,(3LI)
3sww,8.4,(KXB)
3ttz,8.4,(07N)
3u4w,8.4,(5-mer)
3vap,8.4,(0FY)
3zxz,8.4,(KRW)
4aoi,8.4,(4K0)
4at3,8.4,(LTI)
4b8o,8.4,(11-mer)
4bck,8.4,(T3E)
4bgh,8.4,(3I6)
4c61,8.4,(LMM)
4cnh,8.4,(3U9)
4dk5,8.4,(0KO)
4fzc,8.4,(4-mer)
4jai,8.4,(XU2)
4jsr,8.4,(1NQ)
4l52,8.4,(1UL)
4lxk,8.4,(1YT)
4mqu,8.4,(MG9)
4nh7,8.4,(E0G)
4nw6,8.4,(2NS)
4px6,8.4,(2X6)
4qmy,8.4,(STU)
4ra5,8.4,(3L0)
4rcf,8.4,(3LO)
4ual,8.4,(3FV)
4uro,8.4,(NOV)
4uyn,8.4,(Y3M)
4x7k,8.4,(3Z3)
4z3v,8.4,(4L6)
5a3t,8.4,(MMK)
5bmm,8.4,(5-mer)
5ccm,8.4,(4ZX)
5cs2,8.4,(7-mer)
5csw,8.4,(P06)
5d9k,8.4,(584)
5dxu,8.4,(5H5)
5e91,8.4,(5L4)
5em6,8.4,(5Q3)
5fa7,8.4,(5VR)
5g57,8.4,(6M5)
5hd0,8.4,(60Y)
5hg7,8.4,(630)
5jrs,8.4,(6MV)
5laz,8.4,(6ST)
5ll4,8.4,(6YH)
5ody,8.4,(9SK)
5org,8.4,(6DB)
5ufi,8.4,(8B1)
5x28,8.4,(7XU)
6f3d,8.4,(CJT)
6g9h,8.4,(ERW)
6gue,8.4,(FB8)
1e4h,8.41,(PBR)
1g48,8.41,(F6B)
1i9p,8.41,(IOE)
1i9q,8.41,(IOF)
1w96,8.41,(S1A)
2am9,8.41,(TES)
2w6c,8.41,(BM4)
3mvm,8.41,(39P)
3oxc,8.41,(ROC)
4agd,8.41,(B49)
4ngt,8.41,(J42)
5ak2,8.41,(85Z)
6aah,8.41,(9T6)
6cvy,8.41,(FHD)
1bwb,8.42,(146)
1htg,8.42,(G37)
1i9o,8.42,(IOC)
2g5p,8.42,(ADF)
2isc,8.42,(223)
4ezj,8.42,(0SC)
4hbp,8.42,(17J)
4ksy,8.42,(1SY)
4wa9,8.42,(AXI)
5c4s,8.42,(4Y5)
5icp,8.42,(69Z)
5vl2,8.42,(9EG)
1jje,8.43,(BYS)
2c8w,8.43,(C7M)
2xbv,8.43,(XBV)
2za5,8.43,(2FF)
3nhi,8.43,(EAH)
3qlb,8.43,(2-mer)
3tam,8.43,(M06)
3u7s,8.43,(017)
4cqe,8.43,(CQE)
4g3g,8.43,(0WA)
4y8x,8.43,(4GR)
4zk5,8.43,(4P4)
5dey,8.43,(59T)
5exl,8.43,(5SS)
5f2u,8.43,(4-mer)
5t66,8.43,(C6S)
1bmn,8.44,(BM9)
1ynd,8.44,(SFA)
2rf2,8.44,(MRX)
2vc9,8.44,(NOK)
2xyf,8.44,(G40)
3uhm,8.44,(RFN)
3w1f,8.44,(1O5)
4bbe,8.44,(3O4)
4k1e,8.44,(14-mer)
4zae,8.44,(4M1)
5kqx,8.44,(ROC)
5n0e,8.44,(8F3)
5v8q,8.44,(97A)
5voj,8.44,(9H4)
6b31,8.44,(CFJ)
1jq9,8.45,(5-mer)
1a3e,8.46,(18-mer)
1bgo,8.46,(I10)
1iht,8.46,(14-mer)
1ld8,8.46,(U49)
1u3q,8.46,(272)
1u9w,8.46,(IHI)
2mip,8.46,(7-mer)
2oh4,8.46,(GIG)
3bx5,8.46,(304)
3kdd,8.46,(JZQ)
3kl6,8.46,(443)
3nam,8.46,(OTK)
3q2g,8.46,(QGF)
4css,8.46,(CWX)
4he9,8.46,(G52)
4lge,8.46,(1Y0)
4u01,8.46,(39W)
5a09,8.46,(JJD)
5b4w,8.46,(18-mer)
5nxv,8.46,(9E2)
6h7n,8.46,(FVK)
1qkn,8.47,(RAL)
2ds1,8.47,(1CD)
2oag,8.47,(DLI)
2qo8,8.47,(3CC)
2wei,8.47,(VGG)
3b28,8.47,(B2X)
3bhb,8.47,(10-mer)
3zln,8.47,(H0Y)
5f94,8.47,(3UO)
5ohi,8.47,(9V8)
5v6y,8.47,(16-mer)
1i9l,8.48,(INV)
1i9m,8.48,(INW)
1w5y,8.48,(BE6)
2hs1,8.48,(017)
2p3b,8.48,(3TL)
2r5p,8.48,(MK1)
2uxz,8.48,(HI1)
2yix,8.48,(YIX)
3b1m,8.48,(KRC)
3eqs,8.48,(12-mer)
3n3j,8.48,(WWV)
3wqh,8.48,(SKK)
4jpa,8.48,(AZ6)
4nvq,8.48,(2OD)
4o0v,8.48,(2OL)
5ap2,8.48,(PWU)
5jh6,8.48,(T92)
5kr2,8.48,(ROC)
5n0d,8.48,(8F2)
5svk,8.48,(ATP)
6b41,8.48,(CJV)
6fe1,8.48,(V14)
1akt,8.49,(FMN
1ec0,8.49,(BED)
2g5u,8.49,(PCQ)
2ieo,8.49,(017)
2ihq,8.49,(LG7)
2oqi,8.49,(GGO)
3gfe,8.49,(P37)
3pp1,8.49,(IZG)
3s45,8.49,(478)
3wyy,8.49,(O17)
4a22,8.49,(TD4)
4ehe,8.49,(RI8)
4hdf,8.49,(G52)
4m2r,8.49,(BZ1)
4mwu,8.49,(LNV)
5fl1,8.49,(DV1)
5nx2,8.49,(10-mer)
5t28,8.49,(74Q)
5tkt,8.49,(7DS)
5tr6,8.49,(7KG)
5ufs,8.49,(1TA)
5vzy,8.49,(15-mer)
5x33,8.49,(7Y9)
7upj,8.49,(INU)
3d3p,8.5,(20A)
3qd0,8.5,(3Q4)
5lxd,8.5,(7A7)
1cr6,8.51,(CPU)
1d8m,8.51,(BBH)
1g05,8.51,(BBH)
1qpl,8.51,(587)
2rg5,8.51,(279)
2vh0,8.51,(GSI)
3i25,8.51,(MV7)
3tia,8.51,(LNV)
3u8j,8.51,(09O)
3uol,8.51,(0C7)
3zpt,8.51,(M8Y)
4nk9,8.51,(2K5)
5ij7,8.51,(6BN)
5k4i,8.51,(6QB)
5to8,8.51,(7FM)
6b1o,8.51,(C8S)
1b6p,8.52,(PI7)
1d7x,8.52,(SPC)
1fcy,8.52,(564)
1hbj,8.52,(FBQ)
1i5r,8.52,(HYC)
1jij,8.52,(629)
1jk7,8.52,(OKA)
1nfx,8.52,(RDR)
1o44,8.52,(852)
1oit,8.52,(HDT)
1q6p,8.52,(213)
1r78,8.52,(FMD)
1rhu,8.52,(3CY)
1rp7,8.52,(TZD)
1sps,8.52,(11-mer)
1ta2,8.52,(176)
1urw,8.52,(I1P)
1w14,8.52,(SH1)
1xkk,8.52,(FMM)
2b1p,8.52,(AIZ)
2boh,8.52,(IIA)
2bqw,8.52,(IIE)
2bxt,8.52,(C2D)
2fs9,8.52,(C4A)
2fvd,8.52,(LIA)
2gbi,8.52,(XIH)
2hfp,8.52,(NSI)
2oc2,8.52,(RX3)
2ow3,8.52,(BIM)
2q64,8.52,(1UN)
2qmf,8.52,(CS9)
2qu6,8.52,(857)
2v11,8.52,(C80)
2vaq,8.52,(VAW)
2vf6,8.52,(M0N)
2vnm,8.52,(CM8)
2vtp,8.52,(LZ9)
2vvc,8.52,(LZF)
2vw5,8.52,(BC6)
2w1g,8.52,(L0G)
2wn9,8.52,(ZY5)
2wxp,8.52,(GD9)
2xa4,8.52,(AZ5)
2xbj,8.52,(XBJ)
2xfk,8.52,(AA9)
3cic,8.52,(316)
3dcv,8.52,(55E)
3dya,8.52,(PZL)
3h5u,8.52,(H5U)
3hvh,8.52,(542)
3hvk,8.52,(719)
3i0r,8.52,(RT3)
3ia6,8.52,(UNT)
3jzo,8.52,(12-mer)
3k84,8.52,(K84)
3lpi,8.52,(Z74)
3m2w,8.52,(L8I)
3ml5,8.52,(AZM)
3n23,8.52,(OBN)
3ns9,8.52,(NS9)
3ocg,8.52,(OCG)
3pa4,8.52,(C72)
3psb,8.52,(SM6)
3psd,8.52,(SM7)
3sfc,8.52,(S53)
3spk,8.52,(TPV)
3suu,8.52,(OGN)
3sx4,8.52,(KXA)
3t3v,8.52,(BK4)
3tct,8.52,(3MI)
3ttm,8.52,(PUT)
3u4u,8.52,(LNH)
3umw,8.52,(596)
3zxh,8.52,(E41)
4bae,8.52,(RWX)
4bcb,8.52,(4I4)
4c4j,8.52,(X21)
4dtk,8.52,(7LI)
4e1z,8.52,(0MX)
4e3l,8.52,(0NB)
4foc,8.52,(0UU)
4gjd,8.52,(0N0)
4gv1,8.52,(0XZ)
4h1e,8.52,(10J)
4h3i,8.52,(10V)
4h4m,8.52,(494)
4hyi,8.52,(1AO)
4izy,8.52,(1J2)
4j52,8.52,(1J3)
4jnc,8.52,(1LF)
4jnm,8.52,(1LJ)
4l6s,8.52,(1WQ)
4lgg,8.52,(VGG)
4nh8,8.52,(2LC)
4o6w,8.52,(7-mer)
4o97,8.52,(NTX)
4p1u,8.52,(21G)
4qmn,8.52,(DB8)
4rpv,8.52,(3UR)
4rx5,8.52,(3YO)
4tlr,8.52,(33H)
4uwh,8.52,(JXM)
4wcu,8.52,(3KQ)
4xoc,8.52,(KGM)
4yne,8.52,(4EK)
4yzc,8.52,(STU)
4zom,8.52,(4Q3)
5am1,8.52,(I5T)
5anw,8.52,(9CQ)
5bqh,8.52,(4UK)
5bue,8.52,(4V8)
5eyc,8.52,(5SZ)
5eyk,8.52,(5U5)
5fqc,8.52,(OK3)
5hg8,8.52,(634)
5i4v,8.52,(67S)
5izq,8.52,(83A)
5j79,8.52,(6GE)
5jur,8.52,(6NS)
5jyo,8.52,(63J)
5mjb,8.52,(7O3)
5mpk,8.52,(0BC)
5mw2,8.52,(U52)
5n70,8.52,(8-mer)
5vi6,8.52,(4-mer)
5vlr,8.52,(9EM)
5wlv,8.52,(42G)
6b4h,8.52,(IHP)
6c1s,8.52,(EFV)
6ccy,8.52,(EX4)
6csp,8.52,(FBM)
6dvm,8.52,(HBJ)
6fyk,8.52,(EAZ)
6g9n,8.52,(ESN)
3jzc,8.53,(4HY)
1r1i,8.54,(TI1)
3hc8,8.54,(PD4)
3kjd,8.54,(78P)
3q96,8.54,(0NF)
4fcb,8.54,(0T7)
4hwo,8.54,(409)
4mbl,8.54,(26L)
4yay,8.54,(ZD7)
5e7v,8.54,(M7E)
5mjn,8.54,(7O8)
5sxm,8.54,(8-mer)
6e2o,8.54,(S0L)
1hos,8.55,(PHP)
1ibg,8.55,(OBN)
1ppl,8.55,(1Z7)
2byr,8.55,(MLK)
2zis,8.55,(NH8)
3ejp,8.55,(HN2)
3g6g,8.55,(G6G)
3kfc,8.55,(61X)
3rwg,8.55,(9-mer)
3t8s,8.55,(I3P)
3v51,8.55,(I76)
4ynd,8.55,(4GQ)
5amd,8.55,(45I)
5hzx,8.55,(2GE)
5i9y,8.55,(1N1)
5nhv,8.55,(8QB)
5nxg,8.55,(RA1)
5svl,8.55,(ATP)
6c7e,8.55,(EOG)
3so9,8.56,(017)
1bgq,8.57,(RDC)
1q1g,8.57,(MTI)
1yye,8.57,(196)
2h8h,8.57,(H8H)
2i0j,8.57,(I0G)
2r5q,8.57,(1UN)
2w6t,8.57,(10-mer)
2w78,8.57,(7-mer)
2x4z,8.57,(X4Z)
2yne,8.57,(YNE)
3dkf,8.57,(SX8)
3ejq,8.57,(HN3)
3ejr,8.57,(HN4)
3v7x,8.57,(D7A)
3vrt,8.57,(YS2)
4hy4,8.57,(1BG)
4kmz,8.57,(FOL)
4re3,8.57,(GIM)
4tpk,8.57,(3F9)
4uwl,8.57,(7A5)
5caq,8.57,(4ZJ)
5j6m,8.57,(6FJ)
3r5t,8.58,(VBN)
1akw,8.59,(FMN
1hkj,8.59,(3-mer)
1m7q,8.59,(DQO)
2fky,8.59,(N2T)
2gu8,8.59,(796)
2iit,8.59,(872)
2itz,8.59,(IRE)
2wky,8.59,(IBC)
3ibi,8.59,(BOW)
4ezl,8.59,(0SE)
4mx9,8.59,(2E8)
4tpp,8.59,(35D)
5hk2,8.59,(61V)
5idn,8.59,(6A7)
5nbw,8.59,(8SK)
5u6d,8.59,(7XG)
6dkg,8.59,(GO7)
6h37,8.59,(FKQ)
1bwa,8.6,(XV6)
1ikw,8.6,(EFZ)
1yy4,8.6,(4NA)
2r5b,8.6,(17-mer)
3b66,8.6,(B66)
3bqn,8.6,(BQN)
3fhe,8.6,(28P)
3k5g,8.6,(BJC)
3m6f,8.6,(BJZ)
3oe0,8.6,(16-mer)
3s43,8.6,(478)
3sxf,8.6,(BK5)
3t3u,8.6,(BK6)
4efs,8.6,(E37)
4f65,8.6,(0S9)
4gj2,8.6,(0XH)
4jg8,8.6,(1LE)
4ke1,8.6,(1R6)
4qf7,8.6,(C0R)
4qjp,8.6,(V1F)
4qlt,8.6,(39V)
5a3q,8.6,(DL5)
5cf5,8.6,(50W)
5sz3,8.6,(72H)
5upf,8.6,(8HV)
4b00,8.61,(I6X)
4ban,8.61,(M6S)
6gl8,8.61,(F3Q)
1a61,8.62,(00N)
1azl,8.62,(FMN
2bbb,8.62,(HH1)
2cej,8.62,(1AH)
2h42,8.62,(VIA)
3dt1,8.62,(P40)
3qqu,8.62,(01P)
3ryz,8.62,(RYZ)
4bf1,8.62,(9FK)
4dru,8.62,(0LN)
4fcf,8.62,(MA4)
4hf4,8.62,(15H)
4jx9,8.62,(URI)
4nrl,8.62,(SIA)
4tpm,8.62,(35E)
4zim,8.62,(4OK)
5egm,8.62,(5NY)
5htz,8.62,(66J)
5n9s,8.62,(8QW)
5ubt,8.62,(85S)
5vio,8.62,(9E4)
5ylu,8.62,(HKT)
6euv,8.62,(21G)
6h7j,8.62,(5FW)
3f17,8.63,(HS4)
4ee0,8.63,(0O4)
5of0,8.63,(9TB)
1g45,8.64,(FSB)
1mue,8.64,(CDD)
1r1j,8.64,(OIR)
1t31,8.64,(OHH)
2qry,8.64,(TPS)
2qt9,8.64,(524)
3f88,8.64,(3HT)
3hkw,8.64,(IX6)
3s71,8.64,(EVD)
3wig,8.64,(CHU)
3zev,8.64,(8-mer)
4g9c,8.64,(0WP)
4pft,8.64,(MAB)
4qd6,8.64,(30T)
4x6x,8.64,(S74)
4ydn,8.64,(2WN)
4zyf,8.64,(4T4)
5e8f,8.64,(5-mer)
5hbe,8.64,(5Y6)
5hbj,8.64,(5Y8)
5jga,8.64,(6KC)
5nhy,8.64,(8XT)
5uwk,8.64,(8OM)
5x74,8.64,(JAY)
5zwi,8.64,(9KX)
6dki,8.64,(GOD)
6hd4,8.64,(FYW)
6std,8.64,(MS2)
2oax,8.65,(SNL)
4kp0,8.65,(KPK)
1i9n,8.66,(IOA)
1n9a,8.66,(FTI)
2i47,8.66,(KGY)
2pja,8.66,(33Z)
2rg6,8.66,(287)
2x39,8.66,(X39)
3cjo,8.66,(K30)
3d1x,8.66,(ROC)
3kqc,8.66,(LGK)
3nox,8.66,(6A5)
3s68,8.66,(TCW)
3t19,8.66,(5MA)
3u8k,8.66,(09P)
3vnt,8.66,(0JA)
4bbf,8.66,(O19)
4p0n,8.66,(1IR/1IS)
5edu,8.66,(TSN)
5epn,8.66,(5R2)
5f4n,8.66,(5UY)
5hgc,8.66,(HCY)
5hu1,8.66,(66F)
5n93,8.66,(8QE)
5td2,8.66,(7AE)
5tq3,8.66,(7GZ)
6b5t,8.66,(15-mer)
6ds0,8.66,(H8M)
3u1y,8.67,(03I)
6aqf,8.67,(ZMA)
6e59,8.67,(L76)
2nw4,8.68,(8NH)
2qd6,8.68,(065)
3c6t,8.68,(M14)
3iw4,8.68,(LW4)
3jsi,8.68,(WTC)
3m8p,8.68,(65B)
3p76,8.68,(P76)
3s3r,8.68,(0IW)
4jmh,8.68,(13-mer)
4lgu,8.68,(1YH)
5a3s,8.68,(128)
5f1z,8.68,(5U3)
6ge0,8.68,(EVQ)
6h96,8.68,(FWE)
2q55,8.69,(MU0)
5cj6,8.69,(51Y)
1bcd,8.7,(FMS)
1bji,8.7,(DPC)
1dmt,8.7,(RDF)
1f9e,8.7,(5-mer)
1g4j,8.7,(FFB)
1haa,8.7,(13-mer)
1hfs,8.7,(L04)
1ida,8.7,(0PO)
1jgl,8.7,(EST)
1jiz,8.7,(CGS)
1jyq,8.7,(4-mer)
1lnm,8.7,(DTX)
1npa,8.7,(3NH)
1npw,8.7,(LGZ)
1ohr,8.7,(1UN)
1pxo,8.7,(CK7)
1rne,8.7,(C60)
1svg,8.7,(I04)
1t7j,8.7,(478)
1w13,8.7,(SM1)
1xap,8.7,(TTB)
1y0x,8.7,(T44)
2b7d,8.7,(C1B)
2be2,8.7,(R22)
2bpm,8.7,(529)
2bvx,8.7,(5CB)
2dbl,8.7,(S5H)
2f8g,8.7,(017)
2fl2,8.7,(N4T)
2fmb,8.7,(LP1)
2fr3,8.7,(REA)
2h4n,8.7,(AZM)
2hm1,8.7,(LIQ)
2i0e,8.7,(PDS)
2i3z,8.7,(LIR)
2jh0,8.7,(701)
2k31,8.7,(35G)
2nnq,8.7,(T4B)
2nwl,8.7,(ASP)
2oaz,8.7,(I96)
2ojj,8.7,(82A)
2ovx,8.7,(4MR)
2pcp,8.7,(1PC)
2q2z,8.7,(MKK)
2uwo,8.7,(701)
2vj8,8.7,(HA2)
2vnn,8.7,(CM7)
2w0d,8.7,(CGS)
2w17,8.7,(I19)
2wf1,8.7,(ZY1)
2wgj,8.7,(VGH)
2wxv,8.7,(WXV)
2wyg,8.7,(461)
2x2i,8.7,(QPS)
2xvd,8.7,(AS6)
2y5f,8.7,(XWG)
2y7z,8.7,(C0Z)
2y81,8.7,(931)
2yac,8.7,(937)
2yak,8.7,(OSV)
3be2,8.7,(RAJ)
3bla,8.7,(DD3)
3brn,8.7,(SRO)
3d9z,8.7,(D9Z)
3da6,8.7,(BZ9)
3eqr,8.7,(T74)
3fdm,8.7,(17-mer)
3ge7,8.7,(AFQ)
3hvj,8.7,(705)
3hwn,8.7,(BD3)
3i5z,8.7,(Z48)
3i60,8.7,(E86)
3ik3,8.7,(0LI)
3l1s,8.7,(Z92)
3lgp,8.7,(50X)
3lvp,8.7,(PDR)
3oot,8.7,(SSR)
3oyp,8.7,(5-mer)
3oz1,8.7,(BMB)
3pa5,8.7,(C73)
3ppj,8.7,(FOI)
3qc4,8.7,(MP7)
3qk0,8.7,(QK0)
3s73,8.7,(EVF)
3thb,8.7,(3TA)
3wc5,8.7,(DDK)
4a7i,8.7,(A7I)
4bah,8.7,(MEL)
4d89,8.7,(BXD)
4d8c,8.7,(BXD)
4eo6,8.7,(0S2)
4f1s,8.7,(F1S)
4hxw,8.7,(1A0)
4hy1,8.7,(19X)
4i5h,8.7,(G17)
4j53,8.7,(1J4)
4jjg,8.7,(2-mer)
4jlg,8.7,(1L8)
4k6z,8.7,(1Q3)
4lgh,8.7,(0JN)
4lxa,8.7,(1YS)
4n4v,8.7,(2GY)
4nwk,8.7,(2R8)
4o12,8.7,(2QG)
4o15,8.7,(2P1)
4occ,8.7,(2TZ)
4ps3,8.7,(2WH)
4q1c,8.7,(2XM)
4r5a,8.7,(3J4)
4rce,8.7,(3LN)
4rwj,8.7,(66T)
4uj9,8.7,(S3N)
4unr,8.7,(QZE)
4x7o,8.7,(3Z6)
4xmo,8.7,(46G)
4yhp,8.7,(16-mer)
4yth,8.7,(467)
4zg7,8.7,(4O0)
4zwx,8.7,(5KZ)
4zwy,8.7,(4SN)
4zwz,8.7,(510)
5bnj,8.7,(4TV)
5c2e,8.7,(4Y1)
5dk4,8.7,(5BX)
5e2o,8.7,(5JM)
5e8r,8.7,(5L6)
5edq,8.7,(5N3)
5hcv,8.7,(60R)
5hg5,8.7,(633)
5ih9,8.7,(6BF)
5k0i,8.7,(6PW)
5kks,8.7,(6U1)
5ml4,8.7,(RRQ)
5nk4,8.7,(90E)
5sz2,8.7,(72G)
5t2i,8.7,(74J)
5tw3,8.7,(7N1)
5tzy,8.7,(7OS)
5u00,8.7,(7OV)
5ufr,8.7,(88J)
5ug8,8.7,(8BP)
5vgo,8.7,(9B1)
5w86,8.7,(9YV)
5x8i,8.7,(SQZ)
5zkb,8.7,(82F)
6awo,8.7,(SRE)
6cyd,8.7,(FKG)
6f22,8.7,(C9B)
3t9t,8.71,(IAQ)
1c12,8.72,(TRZ)
1eub,8.72,(3-mer)
1hc9,8.72,(13-mer)
1hkm,8.72,(3-mer)
1o5m,8.72,(336)
1x76,8.72,(697)
2pjc,8.72,(343)
2wj1,8.72,(S99)
3ckz,8.72,(ZMR)
3lik,8.72,(EEG)
3p8o,8.72,(L5T)
3pwh,8.72,(ZMA)
3ts4,8.72,(EEG)
3vf9,8.72,(477)
4bkj,8.72,(STI)
4crc,8.72,(OTM)
4hhy,8.72,(15R)
4ish,8.72,(1GE)
4ivb,8.72,(1J5)
4q1b,8.72,(2Y0)
4tv3,8.72,(ML9)
4x6o,8.72,(3Y4)
4xg8,8.72,(X8G)
5c42,8.72,(29T)
5c4u,8.72,(4Y7)
5ikb,8.72,(KAI)
5j74,8.72,(6GN)
5jg1,8.72,(6KR)
5lrj,8.72,(6-mer)
5zwh,8.72,(9N9)
6b1f,8.72,(C8Y)
6b1h,8.72,(C8Y)
6br2,8.72,(E3S)
6br3,8.72,(E3V)
6dj7,8.72,(G10)
1cin,8.73,(MTS)
1b6k,8.74,(PI5)
1bl4,8.74,(AP1)
1mjj,8.74,(HAL)
1pxh,8.74,(SNA)
1sdv,8.74,(MK1)
2anm,8.74,(CDO)
2fl5,8.74,(RBF)
2opb,8.74,(F21)
2vkm,8.74,(BSD)
2wtv,8.74,(ZZL)
3ce3,8.74,(1FN)
3eml,8.74,(ZMA)
3q32,8.74,(J2I)
3r7r,8.74,(FAZ)
3rz1,8.74,(RZ1)
3ti3,8.74,(LNV)
4ei4,8.74,(0Q2)
4gii,8.74,(0X6)
5k13,8.74,(6Q7)
5vkc,8.74,(9EA)
5zk3,8.74,(QNB)
5zwf,8.74,(9KR)
6gdg,8.74,(NEC)
3wt7,8.75,(YA2)
1bnv,8.77,(AL7)
1d4l,8.77,(PI9)
1lq2,8.77,(IDD)
1qft,8.77,(HSM)
1ros,8.77,(DEO)
1x38,8.77,(IDD)
1xpc,8.77,(AIT)
1zp8,8.77,(AB2)
1zuc,8.77,(T98)
2cne,8.77,(DFJ)
2itt,8.77,(AEE)
2j7x,8.77,(EST)
2uz6,8.77,(17-mer)
2wkz,8.77,(5AH)
2yis,8.77,(YIS)
3b5r,8.77,(B5R)
3e4a,8.77,(QIX)
3qdd,8.77,(94M)
3s3q,8.77,(C1P)
4d09,8.77,(788)
4e4l,8.77,(0NH)
4ekg,8.77,(0QJ)
4frs,8.77,(0V6)
4kql,8.77,(1SG)
4m0f,8.77,(1YK)
4rss,8.77,(4MG)
4yhq,8.77,(G10)
4yt7,8.77,(4K1)
5abh,8.77,(YWN)
5ea3,8.77,(5NK)
5fgk,8.77,(5XG)
5i7u,8.77,(6AJ)
5n7v,8.77,(8PT)
5wal,8.77,(9ZS)
6b5r,8.77,(15-mer)
4b7n,8.78,(ZMR)
5y80,8.79,(IRE)
6cdp,8.79,(8-mer)
1cj1,8.8,(C78)
1csi,8.8,(CMX)
1f1j,8.8,(5-mer)
1fkn,8.8,(7-mer)
1g46,8.8,(F2B)
1ryf,8.8,(GDP)
1w5w,8.8,(BE4)
2amv,8.8,(BIN)
2ll7,8.8,(17-mer)
2q2y,8.8,(MKR)
2q7m,8.8,(2CS)
2xn6,8.8,(F6Y-T44)
3d1z,8.8,(017)
3eyg,8.8,(MI1)
3idp,8.8,(L1E)
3oaf,8.8,(OAG)
3rt4,8.8,(LP5)
3skc,8.8,(BR2)
3vyf,8.8,(VYF)
4g2w,8.8,(NI0)
4ge9,8.8,(0L0)
4gk2,8.8,(L66)
4ksp,8.8,(1SU)
4ngq,8.8,(J37)
4z9l,8.8,(880)
5cau,8.8,(4ZR)
5e2p,8.8,(7P0)
5j8x,8.8,(OK3)
5k32,8.8,(6Q2)
5vm0,8.8,(9EG)
5vpm,8.8,(9G7)
1ork,8.81,(ATC)
1yz3,8.81,(SKA)
1cim,8.82,(PTS)
1czk,8.82,(FMN
1g54,8.82,(FFB)
1m0b,8.82,(0ZQ)
2ckm,8.82,(AA7)
2ghg,8.82,(A53)
2giu,8.82,(FBR)
2hvc,8.82,(LGD)
2p93,8.82,(ME1)
2r4f,8.82,(RIE)
2r9m,8.82,(Y11)
2zcq,8.82,(B65)
2zxg,8.82,(S23)
3bz3,8.82,(YAM)
3fvk,8.82,(8DX)
3nu4,8.82,(478)
3que,8.82,(3FF)
3tlh,8.82,(3TL)
3zlo,8.82,(X8U)
4hrd,8.82,(OV1)
4i5c,8.82,(C5I)
4jmg,8.82,(13-mer)
4ks1,8.82,(2H8)
4na8,8.82,(1T6)
4oys,8.82,(1TT)
4x6n,8.82,(3Y5)
5bvn,8.82,(4VD)
5bvw,8.82,(1N1)
5iua,8.82,(6DX)
5k0m,8.82,(6PU)
5kby,8.82,(6RL)
5kos,8.82,(6VS)
5lrg,8.82,(6-mer)
5lrk,8.82,(6-mer)
5ta6,8.82,(79D)
5tob,8.82,(YAM)
5u3b,8.82,(7TD)
5uex,8.82,(89D)
5vil,8.82,(9E1)
5zeq,8.82,(9B3)
6g4y,8.82,(ELZ)
